time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-07T03:09:31.100Z,18.27,-65.3655,20,2.8,Md,7,176.4,0.08623827,0.07,pr,pr15280001,2015-10-07T11:11:57.861Z,"7km WSW of Culebra, Puerto Rico",earthquake
2015-10-07T02:49:31.560Z,-4.0507,-104.3905,10,4.5,mb,,233,23.093,1.21,us,us10003nux,2015-10-28T23:47:13.764Z,"Central East Pacific Rise",earthquake
2015-10-07T02:47:54.250Z,4.6925,95.6509,76.57,4.3,mb,,194,1.397,1.36,us,us10003nuy,2015-10-28T23:37:07.124Z,"81km NW of Meulaboh, Indonesia",earthquake
2015-10-07T02:30:21.000Z,-4.0245,-104.1933,10,5.4,mwb,,112,14.287,1.11,us,us10003kus,2015-10-28T23:24:42.265Z,"Central East Pacific Rise",earthquake
2015-10-07T02:24:26.100Z,53.2459,-160.5067,10,3.3,ml,,235,2.107,0.69,us,us10003n61,2015-10-28T23:20:32.416Z,"182km SSW of Chernabura Island, Alaska",earthquake
2015-10-07T02:12:25.230Z,-30.3816,-72.0691,12.7,4.2,mb,,196,0.474,0.59,us,us10003kup,2015-10-28T23:16:30.489Z,"84km SW of Coquimbo, Chile",earthquake
2015-10-07T01:47:51.630Z,-2.5563,140.3704,17.6,4.3,mb,,83,0.336,0.79,us,us10003l1l,2015-10-28T23:08:09.920Z,"25km WNW of Abepura, Indonesia",earthquake
2015-10-07T01:27:35.000Z,51.3565,-174.4298,3.9,2.6,ml,,,,0.57,us,us10003n60,2015-10-28T23:03:09.847Z,"94km S of Atka, Alaska",earthquake
2015-10-07T01:21:26.440Z,-0.8148,97.5133,25.89,4.3,mb,,193,2.105,1.28,us,us10003nuw,2015-10-28T22:10:52.082Z,"168km WNW of Sikabaluan, Indonesia",earthquake
2015-10-07T01:08:26.400Z,18.889,-64.2565,34,2.6,Md,7,327.6,0.17337485,0.09,pr,pr15280000,2015-10-28T21:41:40.980Z,"64km NE of Road Town, British Virgin Islands",earthquake
2015-10-07T00:45:35.640Z,36.9781,-97.9781,5.54,2.8,ml,,37,0.024,0.71,us,us10003kuc,2015-10-27T23:04:34.879Z,"20km SSE of Anthony, Kansas",earthquake
2015-10-07T00:29:32.100Z,44.6175,-128.8087,10,3.9,mb,,219,3.531,1.1,us,us10003kub,2015-10-28T03:14:57.143Z,"Off the coast of Oregon",earthquake
2015-10-06T23:38:06.000Z,62.8145,-150.571,86.7,3.1,ml,,,,0.55,ak,ak11732823,2015-10-28T02:52:15.072Z,"59km NNW of Talkeetna, Alaska",earthquake
2015-10-06T23:30:29.260Z,27.6712,85.9838,14.04,4.3,mb,,110,0.593,0.73,us,us10003ntw,2015-10-28T02:47:46.599Z,"31km S of Kodari, Nepal",earthquake
2015-10-06T23:10:29.000Z,52.6199,-168.3296,41.1,3.4,mb,,,,1.44,us,us10003kuh,2015-10-28T02:38:25.153Z,"50km SE of Nikolski, Alaska",earthquake
2015-10-06T23:08:03.500Z,12.4949,144.1771,52.59,4.5,mb,,158,1.279,0.72,us,us10003ntv,2015-10-27T05:23:41.034Z,"100km SSW of Merizo Village, Guam",earthquake
2015-10-06T22:49:14.200Z,36.3194,-97.5568,5,2.9,ml,,61,,0.26,us,us10003l9i,2015-10-09T21:54:43.350Z,"24km W of Perry, Oklahoma",earthquake
2015-10-06T22:48:33.430Z,-30.8616,-71.5371,31.88,4.8,mb,,138,0.205,0.87,us,us10003kt9,2015-10-07T06:51:17.893Z,"43km SW of Ovalle, Chile",earthquake
2015-10-06T21:29:26.060Z,36.3176,-97.5559,4.83,2.9,mb_lg,,61,0.392,0.52,us,us10003ksr,2015-10-06T22:03:16.139Z,"24km W of Perry, Oklahoma",earthquake
2015-10-06T21:27:31.240Z,36.2273,30.1412,10,5.4,mb,,41,0.433,1.28,us,us10003ksq,2015-10-08T13:46:38.685Z,"7km S of Finike, Turkey",earthquake
2015-10-06T18:53:53.270Z,38.791,-122.7578333,3.3,2.87,md,52,31,0.03383,0.05,nc,nc72536056,2015-10-08T05:48:39.742Z,"1km N of The Geysers, California",earthquake
2015-10-06T18:05:46.120Z,39.4733,73.5945,31.89,4.6,mb,,120,2.218,0.86,us,us10003kqv,2015-10-07T16:39:39.077Z,"40km SE of Sary-Tash, Kyrgyzstan",earthquake
2015-10-06T16:41:32.240Z,-20.0056,-71.009,11.6,4.2,mwr,,182,0.865,0.62,us,us10003kqa,2015-10-07T00:44:10.888Z,"93km WNW of Iquique, Chile",earthquake
2015-10-06T15:50:22.000Z,52.1323,-166.045,30.4,2.7,ml,,,,0.54,ak,ak11732345,2015-10-11T05:31:58.769Z,"196km S of Unalaska, Alaska",earthquake
2015-10-06T13:22:30.000Z,51.943,-173.2855,42.4,4.1,ml,,,,0.51,ak,ak11732289,2015-10-16T21:53:07.597Z,"68km ESE of Atka, Alaska",earthquake
2015-10-06T13:09:03.110Z,-30.3749,-71.9557,9.02,4.2,mb,,95,0.406,0.96,us,us10003kpe,2015-10-06T21:11:37.013Z,"75km SW of Coquimbo, Chile",earthquake
2015-10-06T12:05:06.750Z,36.2649,-97.3529,2.77,3.5,mb_lg,,25,0.474,0.49,us,us10003kp0,2015-10-10T09:52:34.200Z,"6km WSW of Perry, Oklahoma",earthquake
2015-10-06T10:55:14.170Z,20.2876663,-156.2741699,12.09,2.67,md,40,146,0.4689,0.28,hv,hv61054311,2015-10-06T18:57:54.406Z,"46km W of Hawi, Hawaii",earthquake
2015-10-06T10:48:38.000Z,54.7058,-159.8394,13.4,2.6,ml,,,,0.46,ak,ak11732204,2015-10-11T05:29:11.205Z,"20km WSW of Chernabura Island, Alaska",earthquake
2015-10-06T10:47:33.090Z,-31.4374,-71.519,45.38,5.1,mb,,85,0.767,0.79,us,us10003knu,2015-10-06T23:28:02.040Z,"39km WNW of Illapel, Chile",earthquake
2015-10-06T09:42:14.500Z,17.941,-67.1731,7,2.7,Md,4,324,0.0880349,0.23,pr,pr15279005,2015-10-06T17:44:58.992Z,"3km SSE of Pole Ojea, Puerto Rico",earthquake
2015-10-06T09:32:08.240Z,38.7214,142.228,37.52,4.8,mb,,98,1.416,1.08,us,us10003kni,2015-10-06T17:34:39.668Z,"58km SE of Ofunato, Japan",earthquake
2015-10-06T09:21:24.540Z,12.0024,-89.1113,43.35,5.1,mb,,166,1.678,1.05,us,us10003knh,2015-10-06T17:24:09.957Z,"154km SSW of Puerto El Triunfo, El Salvador",earthquake
2015-10-06T08:44:13.850Z,-0.4783,98.9505,49.77,4.9,mb,,74,2.236,0.99,us,us10003kne,2015-10-20T12:29:42.790Z,"71km N of Sikabaluan, Indonesia",earthquake
2015-10-06T08:18:08.220Z,19.4246667,-155.6153333,3.042,3.23,ml,51,77,0.02469,0.14,hv,hv61054176,2015-10-20T10:02:14.340Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2015-10-06T07:51:51.610Z,-20.3282,-177.5598,501.15,4.5,mb,,70,4.881,1.03,us,us10003kn7,2015-10-20T09:51:50.035Z,"124km ENE of Ndoi Island, Fiji",earthquake
2015-10-06T07:48:56.800Z,35.5965,-97.3857,4.86,2.7,ml,,53,,0.56,us,us10003krz,2015-10-20T09:30:41.437Z,"8km N of Spencer, Oklahoma",earthquake
2015-10-06T07:20:33.410Z,52.53,-177.0716,261.36,3.1,ml,,135,0.601,0.19,us,us10003msx,2015-10-20T09:23:40.921Z,"77km NNW of Adak, Alaska",earthquake
2015-10-06T06:22:05.000Z,51.8213,178.6793,87.1,2.9,ml,,,,0.33,ak,ak11732089,2015-10-16T21:53:04.829Z,"18km SE of Little Sitkin Island, Alaska",earthquake
2015-10-06T06:07:32.560Z,-25.2359,-70.5042,48.82,4.5,mb,,136,0.614,1.15,us,us10003kms,2015-10-06T23:31:47.040Z,"18km N of Taltal, Chile",earthquake
2015-10-06T05:47:00.000Z,51.4935,-168.6768,32.4,2.7,ml,,,,0.4,ak,ak11736290,2015-10-11T05:32:20.506Z,"161km S of Nikolski, Alaska",earthquake
2015-10-06T05:03:39.000Z,18.8976,-65.1682,57,2.9,Md,5,255.6,0.57941336,0.21,pr,pr15279002,2015-10-06T13:06:22.047Z,"66km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-10-06T04:51:44.460Z,-30.2732,-72.1952,9.52,4.7,mwr,,89,0.627,1.46,us,us10003kme,2015-10-06T12:54:14.043Z,"89km WSW of Coquimbo, Chile",earthquake
2015-10-06T04:00:59.100Z,18.7341,-64.3551,41,2.9,Md,6,223.2,0.02155957,0.11,pr,pr15279001,2015-10-06T12:03:34.431Z,"44km NE of Road Town, British Virgin Islands",earthquake
2015-10-06T03:37:46.550Z,33.5858333,-116.7513333,11.79,2.64,ml,127,12,0.01323,0.2,ci,ci37253599,2015-10-07T00:21:55.549Z,"8km WNW of Anza, California",earthquake
2015-10-06T02:52:13.090Z,38.2915,-85.261,4.16,2.74,md,18,46,0.07051,0.21,se,se60118121,2015-10-10T02:26:41.198Z,"9km NNW of Shelbyville, Kentucky",earthquake
2015-10-06T02:00:59.080Z,-31.7104,-72.0515,26.07,4.6,mb,,151,1.093,1.01,us,us10003kln,2015-10-06T23:37:50.040Z,"84km W of Illapel, Chile",earthquake
2015-10-06T00:28:23.290Z,24.0615,70.2017,10,4.3,mb,,151,12.409,1.41,us,us10003kl7,2015-10-27T05:39:39.781Z,"70km NW of Rapar, India",earthquake
2015-10-06T00:08:51.000Z,57.0721,-157.0506,4.2,3.9,ml,,,,0.66,ak,ak11731794,2015-10-27T03:47:56.128Z,"138km NE of Chignik Lake, Alaska",earthquake
2015-10-06T00:04:11.972Z,39.9723,-117.8888,0,2.7,ml,14,83.74,0.686,0.1654,nn,nn00513685,2015-10-09T15:27:53.711Z,"54km ESE of Lovelock, Nevada",earthquake
2015-10-05T22:42:13.550Z,-6.7754,126.8151,424.98,4.1,mb,,91,3.888,0.49,us,us10003nle,2015-10-27T05:08:06.440Z,"240km NE of Dili, East Timor",earthquake
2015-10-05T22:18:54.300Z,-41.6021,84.6762,10,4.5,mb,,170,44.514,0.22,us,us10003nlj,2015-10-27T05:00:24.789Z,"Southeast Indian Ridge",earthquake
2015-10-05T22:06:31.270Z,-2.6557,140.7558,26.23,4,mb,,134,0.149,1.01,us,us10003nlc,2015-10-27T04:44:15.952Z,"14km SSE of Jayapura, Indonesia",earthquake
2015-10-05T22:04:52.330Z,-33.0926,-178.6434,10,4.4,mb,,230,5.108,0.58,us,us10003nld,2015-10-27T04:38:50.901Z,"185km S of L'Esperance Rock, New Zealand",earthquake
2015-10-05T21:58:16.000Z,-32.082,-71.795,22.7,4.2,mb,,,,0.84,us,us10003kjt,2015-10-27T04:30:50.008Z,"67km NW of La Ligua, Chile",earthquake
2015-10-05T21:51:38.000Z,-32.123,-71.751,34.5,4.2,mb,,,,1.24,us,us10003kjd,2015-10-27T04:29:30.720Z,"61km NW of La Ligua, Chile",earthquake
2015-10-05T21:19:54.255Z,41.8602,-119.6389,8.4,2.5,ml,4,202.63,0.15,0.12,nn,nn00513663,2015-10-27T04:28:07.903Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-05T21:18:25.901Z,41.8643,-119.6402,9.9,2.7,ml,6,230.9,0.146,0.1528,nn,nn00513662,2015-10-27T04:26:49.889Z,"68km ESE of Lakeview, Oregon",earthquake
2015-10-05T21:15:58.300Z,17.919,-67.1305,14,2.6,Md,9,248.4,0.0880349,0.28,pr,pr15278003,2015-10-27T04:24:01.921Z,"8km SE of Pole Ojea, Puerto Rico",earthquake
2015-10-05T20:37:49.450Z,39.3803333,-122.8945,6.97,2.62,md,40,34,0.1184,0.06,nc,nc72535796,2015-10-06T00:06:05.042Z,"23km N of Upper Lake, California",earthquake
2015-10-05T18:53:07.170Z,36.295,-97.5491,3.64,2.8,mb_lg,,30,0.408,0.65,us,us10003khd,2015-10-06T02:55:43.399Z,"23km W of Perry, Oklahoma",earthquake
2015-10-05T17:35:54.950Z,51.9681,-179.2775,91.68,5.7,mwb,,33,1.065,0.89,us,us10003kgq,2015-10-16T16:10:52.112Z,"77km E of Semisopochnoi Island, Alaska",earthquake
2015-10-05T17:31:12.000Z,56.2139,-157.5914,48.1,2.7,ml,,,,0.71,ak,ak11731305,2015-10-09T22:03:48.644Z,"72km E of Chignik Lake, Alaska",earthquake
2015-10-05T17:30:53.180Z,-31.0848,-72.7528,10,4.7,mb,,85,1.044,1.15,us,us10003kgn,2015-10-06T01:33:24.737Z,"158km WSW of Ovalle, Chile",earthquake
2015-10-05T16:33:26.760Z,-30.3093,-71.5268,34,5.9,mwb,,30,0.375,0.77,us,us10003kg9,2015-10-07T20:10:01.000Z,"43km SSW of Coquimbo, Chile",earthquake
2015-10-05T16:06:53.394Z,41.8656,-119.6247,7.9,2.9,ml,5,76.24,0.154,0.1768,nn,nn00513612,2015-10-06T16:15:16.071Z,"69km ESE of Lakeview, Oregon",earthquake
2015-10-05T14:00:45.000Z,63.5369,-150.8197,13.1,2.9,ml,,,,0.61,ak,ak11731206,2015-10-16T16:11:49.574Z,"94km W of Cantwell, Alaska",earthquake
2015-10-05T13:25:32.700Z,19.1802,-64.5077,71,3.4,Md,7,273.6,0.47790373,0.21,pr,pr15278002,2015-10-05T21:28:16.839Z,"85km N of Road Town, British Virgin Islands",earthquake
2015-10-05T12:59:23.000Z,63.5557,-150.8187,10,2.9,ml,,,,0.65,ak,ak11731176,2015-10-20T08:06:10.058Z,"94km WNW of Cantwell, Alaska",earthquake
2015-10-05T12:56:18.440Z,-6.5303,127.3422,406.17,4.2,mb,,105,4.182,0.18,us,us10003nl6,2015-10-20T07:59:48.862Z,"297km NE of Dili, East Timor",earthquake
2015-10-05T12:31:32.020Z,-17.5779,167.2671,10.29,4.4,mb,,149,2.119,0.22,us,us10003nl5,2015-10-20T07:54:53.873Z,"113km W of Port-Vila, Vanuatu",earthquake
2015-10-05T11:55:16.880Z,-15.9973,-176.1125,377.88,4.2,mb,,102,4.676,1.05,us,us10003nl3,2015-10-20T07:00:40.654Z,"252km W of Hihifo, Tonga",earthquake
2015-10-05T08:18:29.000Z,63.3997,-150.4119,9,2.7,ml,,,,0.67,ak,ak11731070,2015-10-16T16:12:10.208Z,"73km W of Cantwell, Alaska",earthquake
2015-10-05T07:33:22.140Z,27.6148,86.075,10,4.5,mb,,155,0.68,0.65,us,us10003kcl,2015-10-05T15:36:00.335Z,"32km N of Ramechhap, Nepal",earthquake
2015-10-05T06:52:51.290Z,36.7341,-98.125,5.65,3.5,mb_lg,,79,0.097,0.73,us,us10003kcc,2015-10-05T20:38:54.338Z,"20km E of Cherokee, Oklahoma",earthquake
2015-10-05T06:04:48.000Z,62.9338,-151.0859,108.6,2.9,ml,,,,0.5,ak,ak11731018,2015-10-09T22:00:42.916Z,"84km NW of Talkeetna, Alaska",earthquake
2015-10-05T04:29:48.800Z,36.1936,-98.7931,4.595,2.6,ml,,164,,0.65,us,us10003l8l,2015-10-27T04:21:28.394Z,"23km NE of Taloga, Oklahoma",earthquake
2015-10-05T03:52:49.610Z,-32.8586,-178.1159,10,4.7,mb,,198,3.605,1.28,us,us10003kbm,2015-10-27T04:14:01.399Z,"174km SSE of L'Esperance Rock, New Zealand",earthquake
2015-10-05T03:25:56.900Z,-33.0649,-178.1224,10,4.3,mb,,195,6.473,0.84,us,us10003nks,2015-10-27T04:09:15.335Z,"195km SSE of L'Esperance Rock, New Zealand",earthquake
2015-10-05T03:13:31.130Z,-18.8212,169.4943,236.85,4.2,mb,,185,2.982,0.6,us,us10003nkt,2015-10-27T04:04:28.607Z,"84km NNE of Isangel, Vanuatu",earthquake
2015-10-05T02:02:51.370Z,-31.7828,-71.6072,34.92,3.9,mwr,,121,0.776,0.76,us,us10003kbc,2015-10-27T04:01:15.040Z,"45km WSW of Illapel, Chile",earthquake
2015-10-05T01:53:01.000Z,50.9566,-179.6743,37.4,4.2,mb,,,,1.06,us,us10003kb9,2015-10-27T03:58:59.365Z,"52km SW of Amatignak Island, Alaska",earthquake
2015-10-05T01:48:00.900Z,18.1872,-67.6877,7,3,Md,12,295.2,0.27847774,0.28,pr,pr15278000,2015-10-27T03:54:51.295Z,"48km WSW of Stella, Puerto Rico",earthquake
2015-10-05T01:26:26.000Z,57.4346,-138.5576,29.5,3.2,ml,,,,1.09,us,us10003ml1,2015-10-16T16:10:49.382Z,"199km WNW of Sitka, Alaska",earthquake
2015-10-05T01:11:12.780Z,27.6366,142.979,9.23,4.6,mb,,158,0.888,0.91,us,us10003nkx,2015-10-15T21:17:22.293Z,"97km NE of Chichi-shima, Japan",earthquake
2015-10-05T01:09:35.410Z,-35.119,179.9587,41.57,5,mb,,72,2.779,1.07,us,us10003kaz,2015-10-15T21:01:06.870Z,"Off the east coast of the North Island of New Zealand",earthquake
2015-10-05T00:26:22.410Z,36.683,142.0395,34.67,4.3,mb,,135,1.547,0.85,us,us10003kal,2015-10-27T03:37:58.482Z,"110km ESE of Iwaki, Japan",earthquake
2015-10-04T23:59:10.310Z,-8.0421,122.6527,219.5,4.7,mb,,46,0.718,0.71,us,us10003kah,2015-10-27T03:31:55.560Z,"47km N of Palue, Indonesia",earthquake
2015-10-04T23:14:55.700Z,18.1608,-68.5008,211,3.8,Md,12,338.4,0.99533333,0.5,pr,pr15277009,2015-10-29T23:44:33.286Z,"26km SSE of Boca de Yuma, Dominican Republic",earthquake
2015-10-04T23:10:46.000Z,59.4177,-152.8347,76,2.5,ml,,,,0.53,ak,ak11730892,2015-10-12T23:24:06.149Z,"69km SW of Anchor Point, Alaska",earthquake
2015-10-04T22:50:02.240Z,-6.5965,104.3763,50.96,4.7,mb,,157,3.543,0.57,us,us10003kaa,2015-10-05T06:52:46.680Z,"124km SSW of Kotaagung, Indonesia",earthquake
2015-10-04T21:46:22.000Z,51.1435,179.7292,12.5,2.5,ml,,,,0.4,ak,ak11730756,2015-10-15T19:57:10.874Z,"82km W of Amatignak Island, Alaska",earthquake
2015-10-04T21:39:22.150Z,36.7145,70.9638,228.41,4.4,mb,,80,0.514,0.96,us,us10003k9p,2015-10-05T05:41:58.508Z,"20km SE of Jarm, Afghanistan",earthquake
2015-10-04T21:29:36.000Z,60.3991,-152.1808,87.3,2.8,ml,,,,0.62,ak,ak11730739,2015-10-12T23:23:45.352Z,"32km ESE of Redoubt Volcano, Alaska",earthquake
2015-10-04T19:53:56.240Z,36.601,-98.2273,5,2.8,mb_lg,,154,0.202,0.23,us,us10003k90,2015-10-05T03:56:31.387Z,"7km NNE of Helena, Oklahoma",earthquake
2015-10-04T18:16:53.840Z,-23.8704,-179.7336,519.98,4.8,mb,,99,5.591,0.99,us,us10003k8j,2015-10-05T02:19:34.557Z,"South of the Fiji Islands",earthquake
2015-10-04T17:45:55.650Z,-7.619,116.9098,313.25,4.9,mb,,53,2.858,1.38,us,us10003k8a,2015-10-21T13:16:39.355Z,"81km NNE of Obelobel, Indonesia",earthquake
2015-10-04T17:23:24.810Z,35.5625,-120.8126667,4.65,2.6,mh,30,90,0.08182,0.06,nc,nc72535486,2015-10-05T21:37:59.405Z,"9km W of Templeton, California",earthquake
2015-10-04T16:57:22.040Z,-30.5168,-72.1695,10,4.9,mb,,142,0.486,0.53,us,us10003k82,2015-10-05T00:59:57.040Z,"93km W of Ovalle, Chile",earthquake
2015-10-04T16:43:18.730Z,-24.927,179.8343,499.65,4.6,mb,,48,4.74,0.82,us,us10003k81,2015-10-05T00:45:52.735Z,"South of the Fiji Islands",earthquake
2015-10-04T16:40:16.560Z,-9.2723,110.3282,47.26,4.8,mb,,57,1.364,1.21,us,us10003k7z,2015-10-05T00:42:51.594Z,"146km S of Bambanglipuro, Indonesia",earthquake
2015-10-04T16:08:36.000Z,59.8725,-150.8908,62.8,3.2,ml,,,,0.62,ak,ak11730473,2015-10-15T19:56:48.254Z,"27km NE of Fritz Creek, Alaska",earthquake
2015-10-04T15:30:11.950Z,32.1208333,-115.2071667,24.15,2.87,ml,16,272,0.2129,0.27,ci,ci37253063,2015-10-05T18:09:55.539Z,"12km SSW of Alberto Oviedo Mota, B.C., MX",earthquake
2015-10-04T14:57:41.980Z,-15.6198,-172.9675,8.47,4.8,mb,,68,2.053,0.84,us,us10003k7u,2015-10-04T23:00:21.539Z,"91km ENE of Hihifo, Tonga",earthquake
2015-10-04T14:50:34.280Z,-16.2995,-72.1261,92,5.4,mwb,,129,2.673,0.78,us,us10003k7q,2015-10-07T22:03:32.000Z,"33km SSW of Lluta, Peru",earthquake
2015-10-04T14:30:34.057Z,41.8655,-119.6136,9.2,3,ml,9,76.25,0.161,0.1994,nn,nn00513404,2015-10-05T04:37:25.819Z,"70km ESE of Lakeview, Oregon",earthquake
2015-10-04T13:47:30.460Z,-23.8809,-66.7569,208.74,4.4,mb,,37,1.6,1.13,us,us10003k7c,2015-10-04T21:49:59.004Z,"58km NW of San Antonio de los Cobres, Argentina",earthquake
2015-10-04T13:28:19.765Z,41.8654,-119.599,9.8,3.3,ml,8,76.25,0.17,0.1242,nn,nn00513400,2015-10-05T04:36:15.803Z,"71km ESE of Lakeview, Oregon",earthquake
2015-10-04T12:55:50.830Z,27.6329,143.0613,29.59,4.7,mb,,135,0.945,0.61,us,us10003k76,2015-10-19T12:45:33.161Z,"103km NE of Chichi-shima, Japan",earthquake
2015-10-04T12:09:54.000Z,56.6093,-156.514,47.9,2.8,ml,,,,0.83,ak,ak11730334,2015-10-19T10:01:13.825Z,"103km NNW of Chirikof Island, Alaska",earthquake
2015-10-04T11:35:16.730Z,37.2255,-97.8738,3.39,2.5,ml,,82,0.026,0.67,us,us10003ki3,2015-10-19T09:48:40.828Z,"15km ESE of Harper, Kansas",earthquake
2015-10-04T10:49:05.930Z,-23.4778,-179.8575,533.72,4.2,mb,,69,5.998,0.56,us,us10003nji,2015-10-19T08:21:53.819Z,"South of the Fiji Islands",earthquake
2015-10-04T10:17:11.200Z,36.6348,-98.2014,6.046,2.7,ml,,176,,0.77,us,us10003k6i,2015-10-19T08:12:16.937Z,"11km NNE of Helena, Oklahoma",earthquake
2015-10-04T10:11:56.000Z,-30.656,-71.627,29.9,5,mww,,,,0.89,us,us10003k6h,2015-10-19T07:06:15.560Z,"41km W of Ovalle, Chile",earthquake
2015-10-04T09:50:13.070Z,-32.9777,-178.1886,9.89,4.6,mb,,200,5.397,0.27,us,us10003nje,2015-10-19T06:13:50.506Z,"183km SSE of L'Esperance Rock, New Zealand",earthquake
2015-10-04T09:43:26.270Z,-18.1179,-178.0172,583.49,4.1,mb,,123,3.759,0.54,us,us10003njf,2015-10-18T12:53:14.230Z,"289km NNE of Ndoi Island, Fiji",earthquake
2015-10-04T09:06:41.190Z,-30.8202,-71.6631,35.62,4.1,mwr,,150,0.147,0.61,us,us10003k63,2015-10-18T10:28:43.324Z,"50km WSW of Ovalle, Chile",earthquake
2015-10-04T08:59:09.530Z,24.5582,122.2902,76.89,4.6,mb,,126,0.663,0.36,us,us10003raq,2015-10-25T12:28:41.597Z,"44km E of Su'ao, Taiwan",earthquake
2015-10-04T08:48:36.540Z,-33.8279,-178.5994,35.55,4.6,mb,,189,4.496,0.47,us,us10003njd,2015-10-24T10:33:16.049Z,"267km S of L'Esperance Rock, New Zealand",earthquake
2015-10-04T08:28:51.400Z,-16.6529,41.7629,10,4.6,mb,,112,7.094,0.57,us,us10003k5u,2015-10-24T08:20:08.988Z,"203km ESE of Antonio Enes, Mozambique",earthquake
2015-10-04T07:47:36.100Z,19.2161,-64.8158,56,3,Md,3,288,0.66475331,0.2,pr,pr15277005,2015-10-24T05:39:54.107Z,"90km NNW of Road Town, British Virgin Islands",earthquake
2015-10-04T07:45:43.700Z,-57.8536,-25.4046,46.67,4.5,mb,,67,16.692,0.76,us,us10003nja,2015-10-24T10:15:35.063Z,"146km NNE of Bristol Island, South Sandwich Islands",earthquake
2015-10-04T07:45:26.000Z,52.0288,-175.2743,67.9,2.6,ml,,,,0.2,us,us10003n4z,2015-10-23T12:50:57.063Z,"75km WSW of Atka, Alaska",earthquake
2015-10-04T07:44:31.600Z,36.6185,-97.6429,5.822,2.5,ml,,63,,0.47,us,us10003l97,2015-10-24T07:10:16.786Z,"22km SSE of Medford, Oklahoma",earthquake
2015-10-04T07:26:23.000Z,61.5511,-151.9191,4.1,2.7,ml,,,,0.74,ak,ak11730235,2015-10-24T11:05:57.047Z,"101km NNW of Nikiski, Alaska",earthquake
2015-10-04T06:53:10.770Z,-23.6845,-179.9369,534.63,4.7,mb,,81,5.822,1.04,us,us10003k5f,2015-10-24T10:01:12.003Z,"South of the Fiji Islands",earthquake
2015-10-04T06:45:44.200Z,19.1068,-66.4783,13,2.6,Md,9,270,0.62792238,0.27,pr,pr15277004,2015-10-24T05:51:20.713Z,"71km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-10-04T06:27:05.820Z,35.7041,-97.4846,5,2.6,mb_lg,,41,0.095,0.47,us,us10003ka8,2015-10-24T13:10:13.510Z,"5km N of Edmond, Oklahoma",earthquake
2015-10-04T06:06:35.000Z,35.6905,-97.4605,6.129,2.5,ml,,59,,0.54,us,us10003l9c,2015-10-24T11:20:47.720Z,"4km NNE of Edmond, Oklahoma",earthquake
2015-10-04T05:28:08.800Z,18.412,-67.6764,10,2.9,Md,10,316.8,0.18954452,0.23,pr,pr15277003,2015-10-24T05:33:21.723Z,"45km W of Rincon, Puerto Rico",earthquake
2015-10-04T05:17:58.010Z,-33.5812,-177.964,10,4.5,mb,,155,4.322,0.48,us,us10003nj7,2015-10-24T09:13:21.560Z,"253km SSE of L'Esperance Rock, New Zealand",earthquake
2015-10-04T05:08:34.010Z,-2.6942,128.6359,42.41,4.7,mb,,61,3.615,0.66,us,us10003k5d,2015-10-24T09:00:09.481Z,"25km NE of Taniwel, Indonesia",earthquake
2015-10-04T04:48:30.000Z,19.1245,-66.4935,40,2.8,Md,11,273.6,0.64499037,0.34,pr,pr15277001,2015-10-04T12:50:57.337Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-10-04T03:52:24.160Z,46.787,-112.0203333,4.28,3.3,ml,44,148,0.15,0.3,mb,mb80100294,2015-10-06T03:15:41.263Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-10-04T03:49:50.040Z,-30.2726,-72.1486,10,5.3,mwr,,100,0.597,1.05,us,us10003k53,2015-10-07T20:22:52.000Z,"85km WSW of Coquimbo, Chile",earthquake
2015-10-04T03:31:19.440Z,46.7965,-112.0126667,9.18,2.87,ml,34,171,0.151,0.21,mb,mb80100289,2015-10-04T16:18:51.435Z,"8km NNE of Helena Valley Northwest, Montana",earthquake
2015-10-04T02:39:35.850Z,-3.4141,138.8893,86.36,4.5,mb,,147,6.648,1.19,us,us10003k4k,2015-10-04T10:42:03.775Z,"207km WSW of Abepura, Indonesia",earthquake
2015-10-04T02:10:13.900Z,18.7735,-64.3186,36,2.6,Md,5,316.8,0.04491576,0.07,pr,pr15277000,2015-10-04T10:12:41.870Z,"50km NE of Road Town, British Virgin Islands",earthquake
2015-10-04T00:22:03.610Z,37.635,-119.5003333,25.34,2.62,md,24,288,0.3339,0.04,nc,nc72535336,2015-10-08T17:05:49.726Z,"13km SSE of Yosemite Valley, California",earthquake
2015-10-03T23:31:36.850Z,34.8291667,-116.3453333,7.4,2.74,ml,28,67,0.008504,0.16,ci,ci37252855,2015-10-05T16:37:26.790Z,"21km NW of Ludlow, California",earthquake
2015-10-03T23:23:30.920Z,-31.6788,-72.9806,10,3.9,mwr,,84,1.527,1.43,us,us10003k3v,2015-10-04T07:26:04.081Z,"172km W of Illapel, Chile",earthquake
2015-10-03T22:47:55.880Z,32.277,21.0365,10,4.1,mb,,147,4.944,0.84,us,us10003k3m,2015-10-04T06:50:25.368Z,"30km SE of Al Marj, Libya",earthquake
